Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,"BN,Points","BN,Points","BN,Points","BN,Points","BN,Points","BN,Points","BN,Points",Total,Opponent,Opponent Total
theBIGLebronski,5,Jalen Hurts QB - PHI,27.66,James Robinson RB,3.90,Miles Sanders RB - DAL,6.40,James Robinson RB,3.90,Miles Sanders RB - DAL,6.40,Tyreek Hill WR - MIA,6.00,Deebo Samuel WR - WAS,9.20,Tyreek Hill WR - MIA,6.00,Deebo Samuel WR - WAS,9.20,Tyler Higbee TE - LAR,4.60,-,0.00,Daniel Carlson K - LV,17.00,Minnesota Vikings DEF - MIN,4.00,Adam Thielen WR - MIN,2.70,DK Metcalf WR - PIT,12.80,J.K. Dobbins RB - DEN,4.40,Travis Etienne RB - JAX,11.40,Kyle Pitts TE - ATL,0.00,Chris Olave WR - NO,11.40,-,0.00,145.56,kesso,110.26
SimonFuhr237,4,Kyler Murray QB - ARI,16.20,Derrick Henry RB - BAL,25.20,Clyde Edwards-Helaire RB - KC,3.50,Derrick Henry RB - BAL,25.20,Clyde Edwards-Helaire RB - KC,3.50,Stefon Diggs WR - NE,16.20,Tee Higgins WR - CIN,0.00,Stefon Diggs WR - NE,16.20,Tee Higgins WR - CIN,0.00,Mark Andrews TE - BAL,14.90,-,0.00,Tyler Bass K - BUF,8.50,Buffalo Bills DEF - BUF,14.00,Tyler Lockett WR - TEN,22.40,JuJu Smith-Schuster WR - KC,3.30,Dallas Goedert TE - PHI,9.50,Courtland Sutton WR - DEN,7.40,Nyheim Hines RB - LAC,0.80,Alexander Mattison RB - MIA,4.00,D'Andre Swift RB - CHI,0.00,149.30,Juschka,157.86
Juschka,2,Josh Allen QB - BUF,35.16,Najee Harris RB - LAC,3.60,Jeff Wilson RB - MIA,19.20,Najee Harris RB - LAC,3.60,Jeff Wilson RB - MIA,19.20,Ja'Marr Chase WR - CIN,5.00,Mike Evans WR - TB,8.10,Ja'Marr Chase WR - CIN,5.00,Mike Evans WR - TB,8.10,Tyler Conklin TE - LAC,0.00,-,0.00,Ryan Succop K,8.40,Jacksonville Jaguars DEF - JAX,5.00,Cordarrelle Patterson RB,0.00,Mike Boone RB,8.50,Hollywood Brown WR - KC,13.80,David Montgomery RB - DET,14.20,Diontae Johnson WR,6.00,Romeo Doubs WR - GB,2.90,Garrett Wilson WR - NYJ,2.70,157.86,SimonFuhr237,149.30
LosSausages,3,Lamar Jackson QB - BAL,14.76,Austin Ekeler RB - WAS,31.90,Alvin Kamara RB - NO,17.40,Austin Ekeler RB - WAS,31.90,Alvin Kamara RB - NO,17.40,Davante Adams WR - LAR,24.40,Amari Cooper WR,13.60,Davante Adams WR - LAR,24.40,Amari Cooper WR,13.60,Zach Ertz TE - WAS,4.80,-,0.00,Justin Tucker K,17.80,Green Bay Packers DEF - GB,3.00,Ezekiel Elliott RB,7.80,Michael Thomas WR,0.00,T.J. Hockenson TE - MIN,0.60,Antonio Gibson RB - NE,3.90,Tyler Allgeier RB - ATL,4.50,Baltimore Ravens DEF - BAL,6.00,-,0.00,151.56,Jottage,144.84
Jottage,6,Tom Brady QB,19.74,Jamaal Williams RB,5.60,Nick Chubb RB - HOU,25.40,Jamaal Williams RB,5.60,Nick Chubb RB - HOU,25.40,Christian Kirk WR - HOU,1.10,CeeDee Lamb WR - DAL,5.30,Christian Kirk WR - HOU,1.10,CeeDee Lamb WR - DAL,5.30,George Kittle TE - SF,2.70,-,0.00,Evan McPherson K - CIN,6.00,Tampa Bay Buccaneers DEF - TB,6.00,Raheem Mostert RB - LV,18.20,Chris Godwin WR - TB,6.30,DJ Moore WR - CHI,6.70,Devin Singletary RB - NYG,4.60,Cam Akers RB - MIN,3.30,Rhamondre Stevenson RB - NE,17.50,-,0.00,144.84,LosSausages,151.56
ShamH,8,Patrick Mahomes QB - KC,19.62,Joe Mixon RB - HOU,12.80,Saquon Barkley RB - PHI,15.50,Joe Mixon RB - HOU,12.80,Saquon Barkley RB - PHI,15.50,Cooper Kupp WR - SEA,9.70,Mike Williams WR,1.70,Cooper Kupp WR - SEA,9.70,Mike Williams WR,1.70,Travis Kelce TE - KC,11.20,-,0.00,Matt Gay K - WAS,6.00,San Francisco 49ers DEF - SF,2.00,Brandin Cooks WR - NO,0.00,James Conner RB - ARI,0.00,Tony Pollard RB - TEN,5.20,Gabe Davis WR - BUF,13.40,Dameon Pierce RB - HOU,0.00,Rachaad White RB - TB,2.30,-,0.00,105.92,Jottage,130.22
Jottage,1,Tom Brady QB,13.72,Rhamondre Stevenson RB - NE,21.10,Nick Chubb RB - HOU,7.00,Rhamondre Stevenson RB - NE,21.10,Nick Chubb RB - HOU,7.00,A.J. Brown WR - PHI,12.70,CeeDee Lamb WR - DAL,7.70,A.J. Brown WR - PHI,12.70,CeeDee Lamb WR - DAL,7.70,George Kittle TE - SF,8.30,-,0.00,Evan McPherson K - CIN,8.20,Tampa Bay Buccaneers DEF - TB,3.00,Chris Godwin WR - TB,9.50,Curtis Samuel WR - BUF,0.60,Jamaal Williams RB,0.00,DJ Moore WR - CHI,0.70,Darrell Henderson RB,11.20,Devin Singletary RB - NYG,10.70,Cam Akers RB - MIN,0.00,130.22,ShamH,105.92
kesso,6,Joe Burrow QB - CIN,32.50,Brian Robinson RB - SF,12.00,Aaron Jones RB - MIN,4.40,Brian Robinson RB - SF,12.00,Aaron Jones RB - MIN,4.40,Michael Pittman WR - IND,13.40,DeVonta Smith WR - PHI,10.40,Michael Pittman WR - IND,13.40,DeVonta Smith WR - PHI,10.40,Tyler Higbee TE - LAR,0.70,-,0.00,Brandon McManus K - GB,13.90,Denver Broncos DEF - DEN,5.00,Keenan Allen WR - LAC,0.00,Darren Waller TE - MIA,0.00,Allen Lazard WR - NYJ,13.60,Jonathan Taylor RB - IND,0.00,Amon-Ra St. Brown WR - DET,0.00,Drake London WR - ATL,4.00,-,0.00,110.70,Juschka,116.24
Juschka,4,Josh Allen QB - BUF,26.36,David Montgomery RB - DET,8.00,Jeff Wilson RB - MIA,0.50,David Montgomery RB - DET,8.00,Jeff Wilson RB - MIA,0.50,Ja'Marr Chase WR - CIN,25.20,Mike Evans WR - TB,4.20,Ja'Marr Chase WR - CIN,25.20,Mike Evans WR - TB,4.20,Hayden Hurst TE,2.10,-,0.00,Ryan Succop K,14.40,Jacksonville Jaguars DEF - JAX,-1.00,Geno Smith QB - LV,12.68,Cordarrelle Patterson RB,0.00,Mike Boone RB,0.40,Josh Jacobs RB - GB,0.00,Diontae Johnson WR,3.60,Najee Harris RB - LAC,10.90,Romeo Doubs WR - GB,2.10,116.24,kesso,110.70
SimonFuhr237,5,Kyler Murray QB - ARI,14.88,Kenneth Walker RB - SEA,17.00,Clyde Edwards-Helaire RB - KC,3.30,Kenneth Walker RB - SEA,17.00,Clyde Edwards-Helaire RB - KC,3.30,Stefon Diggs WR - NE,20.80,Courtland Sutton WR - DEN,1.40,Stefon Diggs WR - NE,20.80,Courtland Sutton WR - DEN,1.40,Mark Andrews TE - BAL,16.60,-,0.00,Tyler Bass K - BUF,6.90,Los Angeles Rams DEF - LAR,11.00,Tyler Lockett WR - TEN,1.70,Derrick Henry RB - BAL,0.00,Dallas Goedert TE - PHI,2.20,Daniel Carlson K - LV,0.00,D'Andre Swift RB - CHI,0.00,Tee Higgins WR - CIN,4.70,Elijah Mitchell RB - KC,0.00,113.68,theBIGLebronski,118.20
theBIGLebronski,3,Jalen Hurts QB - PHI,16.90,Dalvin Cook RB,14.30,Miles Sanders RB - DAL,13.20,Dalvin Cook RB,14.30,Miles Sanders RB - DAL,13.20,Tyreek Hill WR - MIA,17.70,Deebo Samuel WR - WAS,9.00,Tyreek Hill WR - MIA,17.70,Deebo Samuel WR - WAS,9.00,Kyle Pitts TE - ATL,7.90,-,0.00,Graham Gano K - NYG,6.40,Cleveland Browns DEF - CLE,0.00,Adam Thielen WR - MIN,11.60,J.K. Dobbins RB - DEN,1.50,James Robinson RB,5.50,Travis Etienne RB - JAX,10.80,Chris Olave WR - NO,0.00,-,0.00,-,0.00,118.20,SimonFuhr237,113.68
LosSausages,2,Lamar Jackson QB - BAL,16.10,Austin Ekeler RB - WAS,14.30,Alvin Kamara RB - NO,12.40,Austin Ekeler RB - WAS,14.30,Alvin Kamara RB - NO,12.40,Brandon Aiyuk WR - SF,20.30,Amari Cooper WR,10.40,Brandon Aiyuk WR - SF,20.30,Amari Cooper WR,10.40,Zach Ertz TE - WAS,7.00,-,0.00,Justin Tucker K,8.40,Green Bay Packers DEF - GB,2.00,Davante Adams WR - LAR,0.00,Michael Thomas WR,0.00,Taysom Hill TE - NO,4.54,Antonio Gibson RB - NE,5.30,Tyler Allgeier RB - ATL,5.10,Baltimore Ravens DEF - BAL,6.00,-,0.00,126.44,lancemourdock,110.52
lancemourdock,7,Justin Herbert QB - LAC,8.42,Raheem Mostert RB - LV,4.80,Leonard Fournette RB,16.10,Raheem Mostert RB - LV,4.80,Leonard Fournette RB,16.10,Justin Jefferson WR - MIN,10.70,Jaylen Waddle WR - MIA,10.90,Justin Jefferson WR - MIN,10.70,Jaylen Waddle WR - MIA,10.90,Gerald Everett TE,2.90,-,0.00,Wil Lutz K - DEN,15.30,Philadelphia Eagles DEF - PHI,7.00,DeAndre Hopkins WR - BAL,0.00,Kareem Hunt RB - KC,1.20,Christian Kirk WR - HOU,6.80,Chase Edmonds RB - WAS,3.10,Damien Harris RB,0.00,Terry McLaurin WR - WAS,5.20,-,0.00,110.52,LosSausages,126.44
ShamH,2,Patrick Mahomes QB - KC,26.92,Joe Mixon RB - HOU,15.10,Saquon Barkley RB - PHI,13.50,Joe Mixon RB - HOU,15.10,Saquon Barkley RB - PHI,13.50,Brandin Cooks WR - NO,4.60,Mike Williams WR,14.60,Brandin Cooks WR - NO,4.60,Mike Williams WR,14.60,Travis Kelce TE - KC,9.80,-,0.00,Harrison Butker K - KC,6.00,Dallas Cowboys DEF - DAL,22.00,Cooper Kupp WR - SEA,0.00,D'Onta Foreman RB,14.50,James Conner RB - ARI,0.00,Tony Pollard RB - TEN,10.90,Gabe Davis WR - BUF,0.00,Eno Benjamin RB,19.30,Isiah Pacheco RB - KC,4.30,173.22,kesso,102.84
kesso,6,Joe Burrow QB - CIN,39.24,Brian Robinson RB - SF,8.60,Jonathan Taylor RB - IND,8.50,Brian Robinson RB - SF,8.60,Jonathan Taylor RB - IND,8.50,Amon-Ra St. Brown WR - DET,0.40,Michael Pittman WR - IND,3.80,Amon-Ra St. Brown WR - DET,0.40,Michael Pittman WR - IND,3.80,Gerald Everett TE,6.30,-,0.00,Brandon McManus K - GB,4.40,Denver Broncos DEF - DEN,4.00,Keenan Allen WR - LAC,1.10,Darren Waller TE - MIA,0.00,Kenyan Drake RB,0.50,Allen Lazard WR - NYJ,5.50,DeVonta Smith WR - PHI,0.00,Drake London WR - ATL,0.90,-,0.00,102.84,ShamH,173.22
SimonFuhr237,5,Kyler Murray QB - ARI,17.16,Derrick Henry RB - BAL,13.80,Kenneth Walker RB - SEA,28.70,Derrick Henry RB - BAL,13.80,Kenneth Walker RB - SEA,28.70,Tee Higgins WR - CIN,9.30,Tyler Lockett WR - TEN,4.50,Tee Higgins WR - CIN,9.30,Tyler Lockett WR - TEN,4.50,Mark Andrews TE - BAL,0.40,-,0.00,Daniel Carlson K - LV,10.00,Las Vegas Raiders DEF - LV,10.00,Stefon Diggs WR - NE,0.00,Dallas Goedert TE - PHI,0.00,Courtland Sutton WR - DEN,2.30,D'Andre Swift RB - CHI,0.00,A.J. Dillon RB - PHI,1.50,Elijah Mitchell RB - KC,0.00,Buffalo Bills DEF - BUF,0.00,106.86,LosSausages,173.76
LosSausages,1,Lamar Jackson QB - BAL,10.70,Ezekiel Elliott RB,17.70,Alvin Kamara RB - NO,10.50,Ezekiel Elliott RB,17.70,Alvin Kamara RB - NO,10.50,Brandon Aiyuk WR - SF,8.20,Davante Adams WR - LAR,9.50,Brandon Aiyuk WR - SF,8.20,Davante Adams WR - LAR,9.50,Zach Ertz TE - WAS,4.10,-,0.00,Justin Tucker K,14.10,Green Bay Packers DEF - GB,9.00,Amari Cooper WR,7.40,Michael Thomas WR,0.00,JuJu Smith-Schuster WR - KC,18.40,Antonio Gibson RB - NE,13.70,Aaron Rodgers QB - PIT,15.76,Baltimore Ravens DEF - BAL,10.00,-,0.00,173.76,SimonFuhr237,106.86
theBIGLebronski,8,Dak Prescott QB - DAL,12.28,Travis Etienne RB - JAX,17.90,Tyler Allgeier RB - ATL,11.00,Travis Etienne RB - JAX,17.90,Tyler Allgeier RB - ATL,11.00,Tyreek Hill WR - MIA,7.20,Deebo Samuel WR - WAS,4.40,Tyreek Hill WR - MIA,7.20,Deebo Samuel WR - WAS,4.40,Kyle Pitts TE - ATL,0.90,-,0.00,Brett Maher K,6.00,Miami Dolphins DEF - MIA,12.00,Adam Thielen WR - MIN,0.00,Dalvin Cook RB,0.00,Miles Sanders RB - DAL,0.00,J.K. Dobbins RB - DEN,0.00,Jalen Hurts QB - PHI,0.00,James Robinson RB,0.00,Chris Olave WR - NO,10.60,83.48,lancemourdock,123.72
lancemourdock,4,Justin Herbert QB - LAC,17.12,Raheem Mostert RB - LV,16.90,Leonard Fournette RB,2.60,Raheem Mostert RB - LV,16.90,Leonard Fournette RB,2.60,DeAndre Hopkins WR - BAL,10.30,Jaylen Waddle WR - MIA,8.80,DeAndre Hopkins WR - BAL,10.30,Jaylen Waddle WR - MIA,8.80,David Njoku TE - CLE,7.10,-,0.00,Wil Lutz K - DEN,11.50,New England Patriots DEF - NE,5.00,Kareem Hunt RB - KC,6.80,Christian Kirk WR - HOU,10.10,Damien Harris RB,1.00,Terry McLaurin WR - WAS,13.30,Justin Jefferson WR - MIN,0.00,Philadelphia Eagles DEF - PHI,0.00,-,0.00,123.72,theBIGLebronski,83.48
Jottage,7,Tom Brady QB,11.70,Christian McCaffrey RB - SF,6.20,Nick Chubb RB - HOU,16.70,Christian McCaffrey RB - SF,6.20,Nick Chubb RB - HOU,16.70,Chris Godwin WR - TB,4.50,CeeDee Lamb WR - DAL,6.60,Chris Godwin WR - TB,4.50,CeeDee Lamb WR - DAL,6.60,George Kittle TE - SF,15.80,-,0.00,Evan McPherson K - CIN,5.00,Tampa Bay Buccaneers DEF - TB,1.00,Jamaal Williams RB,6.30,DJ Moore WR - CHI,12.60,A.J. Brown WR - PHI,0.00,Darrell Henderson RB,0.00,Devin Singletary RB - NYG,0.00,Cam Akers RB - MIN,0.00,-,0.00,102.20,Juschka,133.40
Juschka,3,Geno Smith QB - LV,13.10,Josh Jacobs RB - GB,33.50,Najee Harris RB - LAC,8.00,Josh Jacobs RB - GB,33.50,Najee Harris RB - LAC,8.00,Ja'Marr Chase WR - CIN,25.00,Mike Evans WR - TB,9.60,Ja'Marr Chase WR - CIN,25.00,Mike Evans WR - TB,9.60,Hayden Hurst TE,4.80,-,0.00,Ryan Succop K,3.00,New York Jets DEF - NYJ,7.00,Cordarrelle Patterson RB,0.00,Josh Allen QB - BUF,0.00,Mike Boone RB,2.30,Jeff Wilson RB - MIA,5.40,Diontae Johnson WR,4.50,Romeo Doubs WR - GB,0.00,Wan'Dale Robinson WR - NYG,5.00,133.40,Jottage,102.20
ShamH,3,Daniel Jones QB - IND,9.04,Dameon Pierce RB - HOU,11.10,Saquon Barkley RB - PHI,12.20,Dameon Pierce RB - HOU,11.10,Saquon Barkley RB - PHI,12.20,Cooper Kupp WR - SEA,14.90,Gabe Davis WR - BUF,3.50,Cooper Kupp WR - SEA,14.90,Gabe Davis WR - BUF,3.50,Taysom Hill TE - NO,7.28,-,0.00,Tyler Bass K - BUF,11.00,Dallas Cowboys DEF - DAL,11.00,Travis Kelce TE - KC,0.00,Patrick Mahomes QB - KC,0.00,Mike Williams WR,0.00,D'Onta Foreman RB,31.80,James Conner RB - ARI,0.00,Tony Pollard RB - TEN,32.70,-,0.00,150.42,Juschka,96.08
Juschka,7,Josh Allen QB - BUF,17.62,Josh Jacobs RB - GB,5.40,Najee Harris RB - LAC,5.96,Josh Jacobs RB - GB,5.40,Najee Harris RB - LAC,5.96,Wan'Dale Robinson WR - NYG,1.50,Mike Evans WR - TB,12.30,Wan'Dale Robinson WR - NYG,1.50,Mike Evans WR - TB,12.30,Hayden Hurst TE,4.20,-,0.00,Ryan Succop K,10.10,New York Jets DEF - NYJ,8.00,Marquise Goodwin WR,3.30,Cordarrelle Patterson RB,0.00,Gus Edwards RB,6.50,Diontae Johnson WR,3.50,Ja'Marr Chase WR - CIN,0.00,Romeo Doubs WR - GB,12.20,-,0.00,96.08,ShamH,150.42
kesso,8,Joe Burrow QB - CIN,13.48,Brian Robinson RB - SF,2.00,Jonathan Taylor RB - IND,5.60,Brian Robinson RB - SF,2.00,Jonathan Taylor RB - IND,5.60,Amon-Ra St. Brown WR - DET,6.90,Michael Pittman WR - IND,5.30,Amon-Ra St. Brown WR - DET,6.90,Michael Pittman WR - IND,5.30,Darren Waller TE - MIA,0.00,-,0.00,Brandon McManus K - GB,3.00,Denver Broncos DEF - DEN,7.00,Keenan Allen WR - LAC,0.00,Kenyan Drake RB,12.70,Gerald Everett TE,0.00,Allen Lazard WR - NYJ,0.00,DeVonta Smith WR - PHI,2.30,Drake London WR - ATL,3.10,-,0.00,77.08,Jottage,237.94
Jottage,1,Tua Tagovailoa QB - MIA,29.18,Rhamondre Stevenson RB - NE,14.30,Christian McCaffrey RB - SF,32.26,Rhamondre Stevenson RB - NE,14.30,Christian McCaffrey RB - SF,32.26,A.J. Brown WR - PHI,33.60,CeeDee Lamb WR - DAL,13.80,A.J. Brown WR - PHI,33.60,CeeDee Lamb WR - DAL,13.80,George Kittle TE - SF,9.90,-,0.00,Jason Myers K - SEA,11.60,New England Patriots DEF - NE,9.00,Chris Godwin WR - TB,7.50,Jamaal Williams RB,19.60,DJ Moore WR - CHI,21.50,Darrell Henderson RB,3.00,Devin Singletary RB - NYG,8.30,Kadarius Toney WR,0.00,-,0.00,237.94,kesso,77.08
SimonFuhr237,5,Kyler Murray QB - ARI,24.64,Derrick Henry RB - BAL,34.80,Kenneth Walker RB - SEA,11.20,Derrick Henry RB - BAL,34.80,Kenneth Walker RB - SEA,11.20,Stefon Diggs WR - NE,16.80,Tee Higgins WR - CIN,10.90,Stefon Diggs WR - NE,16.80,Tee Higgins WR - CIN,10.90,Mark Andrews TE - BAL,3.30,-,0.00,Daniel Carlson K - LV,0.00,Buffalo Bills DEF - BUF,5.00,Tyler Lockett WR - TEN,10.30,Dallas Goedert TE - PHI,6.40,Courtland Sutton WR - DEN,1.30,Mecole Hardman WR,0.00,Clyde Edwards-Helaire RB - KC,0.00,A.J. Dillon RB - PHI,6.30,-,0.00,140.24,lancemourdock,146.78
lancemourdock,4,Kirk Cousins QB - ATL,23.48,Raheem Mostert RB - LV,6.70,Leonard Fournette RB,11.80,Raheem Mostert RB - LV,6.70,Leonard Fournette RB,11.80,DeAndre Hopkins WR - BAL,21.90,Jaylen Waddle WR - MIA,22.60,DeAndre Hopkins WR - BAL,21.90,Jaylen Waddle WR - MIA,22.60,Irv Smith TE,2.80,-,0.00,Wil Lutz K - DEN,6.70,Philadelphia Eagles DEF - PHI,14.00,Kareem Hunt RB - KC,7.20,Christian Kirk WR - HOU,4.00,Damien Harris RB,5.20,Terry McLaurin WR - WAS,10.60,Justin Herbert QB - LAC,0.00,-,0.00,-,0.00,146.78,SimonFuhr237,140.24
LosSausages,6,Lamar Jackson QB - BAL,21.82,Eno Benjamin RB,4.50,Alvin Kamara RB - NO,33.80,Eno Benjamin RB,4.50,Alvin Kamara RB - NO,33.80,Brandon Aiyuk WR - SF,14.10,Davante Adams WR - LAR,0.20,Brandon Aiyuk WR - SF,14.10,Davante Adams WR - LAR,0.20,Zach Ertz TE - WAS,9.40,-,0.00,Justin Tucker K,9.00,San Francisco 49ers DEF - SF,3.00,Ezekiel Elliott RB,0.00,Michael Thomas WR,0.00,JuJu Smith-Schuster WR - KC,0.00,Austin Ekeler RB - WAS,0.00,Michael Carter RB - ARI,6.10,Aaron Rodgers QB - PIT,15.22,-,0.00,134.24,theBIGLebronski,175.20
theBIGLebronski,2,Jalen Hurts QB - PHI,28.40,Travis Etienne RB - JAX,22.20,Dalvin Cook RB,20.10,Travis Etienne RB - JAX,22.20,Dalvin Cook RB,20.10,Tyreek Hill WR - MIA,19.50,Chris Olave WR - NO,5.20,Tyreek Hill WR - MIA,19.50,Chris Olave WR - NO,5.20,Kyle Pitts TE - ATL,14.00,-,0.00,Graham Gano K - NYG,8.60,Tennessee Titans DEF - TEN,9.00,Adam Thielen WR - MIN,6.70,DK Metcalf WR - PIT,11.50,Deebo Samuel WR - WAS,0.00,J.K. Dobbins RB - DEN,0.00,James Robinson RB,1.70,Tyler Allgeier RB - ATL,14.50,-,0.00,175.20,LosSausages,134.24
ShamH,2,Patrick Mahomes QB - KC,34.14,Dameon Pierce RB - HOU,13.90,Joe Mixon RB - HOU,51.10,Dameon Pierce RB - HOU,13.90,Joe Mixon RB - HOU,51.10,Cooper Kupp WR - SEA,18.80,Gabe Davis WR - BUF,3.30,Cooper Kupp WR - SEA,18.80,Gabe Davis WR - BUF,3.30,Travis Kelce TE - KC,10.60,-,0.00,Tyler Bass K - BUF,7.10,Cincinnati Bengals DEF - CIN,6.00,Mike Williams WR,0.00,James Conner RB - ARI,6.40,Saquon Barkley RB - PHI,0.00,Tony Pollard RB - TEN,0.00,Devin Duvernay WR - CHI,0.50,Dallas Cowboys DEF - DAL,0.00,-,0.00,153.94,theBIGLebronski,154.62
theBIGLebronski,1,Jalen Hurts QB - PHI,20.02,Travis Etienne RB - JAX,24.60,Dalvin Cook RB,11.60,Travis Etienne RB - JAX,24.60,Dalvin Cook RB,11.60,Tyreek Hill WR - MIA,20.30,DK Metcalf WR - PIT,9.70,Tyreek Hill WR - MIA,20.30,DK Metcalf WR - PIT,9.70,Kyle Pitts TE - ATL,2.70,-,0.00,Harrison Butker K - KC,6.00,Miami Dolphins DEF - MIA,7.00,Adam Thielen WR - MIN,6.70,Deebo Samuel WR - WAS,0.00,J.K. Dobbins RB - DEN,0.00,James Robinson RB,11.30,Tyler Allgeier RB - ATL,12.30,Chris Olave WR - NO,7.10,-,0.00,154.62,ShamH,153.94
kesso,8,Joe Burrow QB - CIN,19.14,Aaron Jones RB - MIN,4.50,Kenyan Drake RB,22.90,Aaron Jones RB - MIN,4.50,Kenyan Drake RB,22.90,Amon-Ra St. Brown WR - DET,5.50,Michael Pittman WR - IND,2.20,Amon-Ra St. Brown WR - DET,5.50,Michael Pittman WR - IND,2.20,Gerald Everett TE,3.60,-,0.00,Evan McPherson K - CIN,6.00,Tampa Bay Buccaneers DEF - TB,8.00,Keenan Allen WR - LAC,0.00,Darren Waller TE - MIA,0.00,Jonathan Taylor RB - IND,0.00,DeVonta Smith WR - PHI,2.20,Drake London WR - ATL,0.30,Brian Robinson RB - SF,3.80,-,0.00,92.84,lancemourdock,129.02
lancemourdock,4,Justin Herbert QB - LAC,12.10,Raheem Mostert RB - LV,8.60,Leonard Fournette RB,6.00,Raheem Mostert RB - LV,8.60,Leonard Fournette RB,6.00,DeAndre Hopkins WR - BAL,9.60,Jaylen Waddle WR - MIA,14.50,DeAndre Hopkins WR - BAL,9.60,Jaylen Waddle WR - MIA,14.50,Taysom Hill TE - NO,1.12,-,0.00,Wil Lutz K - DEN,8.00,Philadelphia Eagles DEF - PHI,8.00,Kirk Cousins QB - ATL,16.40,Kareem Hunt RB - KC,0.00,Christian Kirk WR - HOU,13.60,T.J. Hockenson TE - MIN,7.00,Damien Harris RB,0.00,Terry McLaurin WR - WAS,5.60,-,0.00,129.02,kesso,92.84
SimonFuhr237,3,Kyler Murray QB - ARI,19.00,Derrick Henry RB - BAL,23.50,Kenneth Walker RB - SEA,24.90,Derrick Henry RB - BAL,23.50,Kenneth Walker RB - SEA,24.90,Stefon Diggs WR - NE,9.30,Tee Higgins WR - CIN,6.00,Stefon Diggs WR - NE,9.30,Tee Higgins WR - CIN,6.00,Dawson Knox TE - BUF,2.50,-,0.00,Daniel Carlson K - LV,9.60,Buffalo Bills DEF - BUF,5.00,Tyler Lockett WR - TEN,12.70,Mark Andrews TE - BAL,0.00,Dallas Goedert TE - PHI,16.00,Courtland Sutton WR - DEN,0.00,Clyde Edwards-Helaire RB - KC,1.90,A.J. Dillon RB - PHI,4.40,-,0.00,139.80,Jottage,114.88
Jottage,6,Tua Tagovailoa QB - MIA,24.08,Rhamondre Stevenson RB - NE,13.00,Jamaal Williams RB,10.10,Rhamondre Stevenson RB - NE,13.00,Jamaal Williams RB,10.10,A.J. Brown WR - PHI,11.90,DJ Moore WR - CHI,2.40,A.J. Brown WR - PHI,11.90,DJ Moore WR - CHI,2.40,Isaiah Likely TE - BAL,8.40,-,0.00,Jason Myers K - SEA,8.90,New England Patriots DEF - NE,24.00,Christian McCaffrey RB - SF,0.00,Chris Godwin WR - TB,3.70,George Kittle TE - SF,0.00,Nick Chubb RB - HOU,0.00,Devin Singletary RB - NYG,4.80,CeeDee Lamb WR - DAL,0.00,-,0.00,114.88,SimonFuhr237,139.80
LosSausages,5,Lamar Jackson QB - BAL,17.52,Austin Ekeler RB - WAS,17.10,Alvin Kamara RB - NO,6.20,Austin Ekeler RB - WAS,17.10,Alvin Kamara RB - NO,6.20,Tyler Boyd WR,4.40,Davante Adams WR - LAR,26.60,Tyler Boyd WR,4.40,Davante Adams WR - LAR,26.60,Zach Ertz TE - WAS,10.00,-,0.00,Justin Tucker K,10.30,Minnesota Vikings DEF - MIN,6.00,Amari Cooper WR,0.00,Ezekiel Elliott RB,0.00,Brandon Aiyuk WR - SF,0.00,Antonio Gibson RB - NE,4.70,Aaron Rodgers QB - PIT,13.64,San Francisco 49ers DEF - SF,0.00,-,0.00,125.26,Juschka,100.50
